,ANSWER,QUESTION.question,QUESTION.paragraph
1973,"Indian sandalwood is utilized in religious and spiritual contexts through incense, carvings, and ritualistic items in Hindu and Buddhist traditions. Its fragrant wood and oil are used in temples, meditation practices, and ceremonies, signifying purity, sanctity, and a connection with the divine in cultures across India, Sri Lanka, Nepal, and Bhutan.",In what ways is Indian sandalwood utilized in religious and spiritual contexts?,"It also has the religious and spiritual significance in India and its neighbouring countries like Sri Lanka, Nepal and Bhutan."
1974,"Sandalwood's medicinal properties significantly enhance its commercial value. Its ability to treat various ailments such as mental disorders, fever, and infections makes it highly sought after in pharmaceutical and traditional medicine industries, contributing to its economic importance and justifying its cultivation and extraction for commercial use.",Describe the impact of sandalwood's medicinal properties on its commercial value.,"Sandal wood oil... is known to relieve fever, used to treat mental disorders..."
1975,"Conservation efforts for protecting Santalum album in its native habitat include enforcing stricter regulations on harvesting, enhancing reforestation programs, promoting sustainable plantation practices, and raising public awareness about the ecological and cultural value of sandalwood. Collaborative strategies between governments, local communities, and industries are essential for ensuring long-term preservation.",What conservation efforts are necessary to protect Santalum album in its native habitat?,"However, due to over-exploitation, the natural stands of sandalwood trees are now in the verge of extinction..."
1976,"The geographic distribution of Santalum album in Southeast Asia and Australia implies favorable conditions for commercial cultivation in these regions. Countries like India, with established commercial plantations in Karnataka, Kerala, Tamil Nadu, and Andhra Pradesh, leverage their climatic suitability and traditional knowledge to support large-scale sandalwood cultivation, balancing commercial viability and conservation.",Analyze the geographic distribution of Santalum album and its implications for commercial cultivation.,"Santalum album is distributed across the Southeast Asian countries like India, Nepal... In India, commercial plantations as well as natural stands are prevalent..."
1977,"Seed borne fungi like Aspergillus, Fusarium, and Alternaria affect sandalwood seeds during germination, leading to lower seed germination rates and seedling mortality, especially from infected seeds.",What is the impact of seed borne fungi on sandalwood seeds during germination?,1.3 Common diseases
1978,"Phytophthora spp. cause pre- and post-emergence damping off in sandalwood nurseries, which is favored by excess moisture and poor drainage, leading to significant damage.",How does Phytophthora spp. affect sandalwood nurseries?,1.3 Common diseases
1979,Controlled watering and good drainage at the nursery site can help prevent the onset of diseases such as fungal wilt and damping off.,What measure can prevent the onset of diseases in sandalwood nurseries?,1.3 Common diseases
1980,Stem canker caused by Fusarium spp. has been recently reported from Karnataka.,What recent pathological problem has been reported in Karnataka?,1.3 Common diseases
1981,"Sandal spike disease, caused by Phytoplasma, is transmitted by Jassus indicus, a type of leaf hopper.",What is the vector for Sandal spike disease in sandalwood cultivation?,1.3 Common diseases
1982,"Symptoms of seed borne fungi include a web of mycelium on seed surfaces, lower percentage of seed germination, and seedling mortality.",What are the symptoms of seed borne fungi in sandalwood?,1.4 Major pathological problems in sandalwood tree
1983,"Seed borne fungi in sandalwood seeds are caused by Aspergillus, Fusarium, and Alternaria species.",What fungal species cause seed borne fungi in sandalwood seeds?,1.4 Major pathological problems in sandalwood tree
1984,One effective management practice is treating seeds with Trichoderma viride at a rate of 2g/kg of seed.,What is one effective management practice for dealing with seed borne fungi in sandalwood?,1.4 Major pathological problems in sandalwood tree
1985,"Chemical treatments for seed borne fungi management in sandalwood include using Captan, Thiram, or Carbendazim at a rate of 2g/kg seed.",Which chemical treatments can be used for seed borne fungi management in sandalwood?,1.4 Major pathological problems in sandalwood tree
1986,"Sun-drying sandalwood seeds before storage is important to prevent seed borne fungi from affecting the seeds during germination, thereby ensuring better seed health and germination rates.",Why is it important to sun-dry sandalwood seeds before storage?,1.4 Major pathological problems in sandalwood tree
1987,"Nematodes cause excessive damage during the seedling stage by increasing the risk of fungal wilt, which often leads to the mass death of seedlings in the plantation.",How do nematodes affect sandalwood seedlings during the seedling stage?,1.3 Common diseases
1988,"Poor drainage in sandalwood nurseries exacerbates the risk of diseases such as Phytophthora spp.-induced damping off by creating excessively moist conditions favorable for pathogenic fungi, thereby increasing plant susceptibility.",What role does poor drainage play in sandalwood nurseries' disease outbreaks?,1.3 Common diseases
1989,"Sustainable healthy sandalwood production involves practices from the seedling stage through to full growth that ensure trees are free from pest and disease damage. Such practices are critical for maximizing market returns, as damaged wood significantly lowers its market value.",Explain the significance of sustainable healthy sandalwood production.,1.3 Common diseases
