ANSWER,QUESTION.question,QUESTION.paragraph
Application of 10% Bordeaux paste.,Which management practice involves direct application on the tree?,Application of Bordeaux paste (10%) on the cut surface and wounds
Canker-resistant clones.,Which type of clones are suggested for managing canker?,Use of canker-resistant clones
Injuries to the tree stem should be avoided.,What does the management section in the image suggest avoiding?,Avoid injuries to the tree stem
To remove the infected portion of the tree.,What is the primary purpose of using a sterile knife dipped in alcohol?,Removal of the infected portion with sterile knife dipped in 70% alcohol
It helps in protecting the cut surface and wounds from infections.,Why is Bordeaux paste applied to the cut surface and wounds?,Application of Bordeaux paste (10%) on the cut surface and wounds
Canker-resistant tree clones are recommended.,What type of tree clones are recommended for plant disease management?,Use of canker-resistant clones
Bordeaux paste is a fungicide applied to cut surfaces and wounds to prevent infection.,"What substance is Bordeaux paste, and how is it used?",Application of Bordeaux paste (10%) on the cut surface and wounds
"It ensures the removal process is sanitary, decreasing infection risk.",What is the benefit of using a sterile knife dipped in 70% alcohol for lesion removal?,Removal of the infected portion with sterile knife dipped in 70% alcohol
One method of preventing injury to plants is avoiding any harm to the tree stem.,Describe one method mentioned for preventing injury to plants.,Avoid injuries to the tree stem
The application of Bordeaux paste helps to protect cut surfaces and wounds from further infections and ensures proper healing.,How does the application of Bordeaux paste contribute to plant disease management?,Application of Bordeaux paste (10%) on the cut surface and wounds
"Canker-resistant clones help in reducing the susceptibility of trees to canker diseases, ensuring better tree health.",What is the role of canker-resistant clones in agroforestry?,Use of canker-resistant clones
"Avoiding injuries to the tree stem is crucial as it reduces entry points for pathogens, lowering the risk of disease.",Why is avoiding injuries to the tree stem essential in plant disease management?,Avoid injuries to the tree stem
Disinfect cutting instruments by dipping them in 70% alcohol before removing any infected portions.,What is the recommended procedure for disinfecting cutting instruments while managing plant diseases?,Removal of the infected portion with sterile knife dipped in 70% alcohol
Bordeaux paste is a 10% fungicide paste applied to cut surfaces and wounds to protect plants from infections and promote healing.,How is Bordeaux paste prepared and used in agroforestry for disease management?,Application of Bordeaux paste (10%) on the cut surface and wounds
"Core strategies include using canker-resistant clones, avoiding stem injuries, removing infected parts with a sterilized knife, and applying 10% Bordeaux paste.",What are the core strategies listed for management of plant diseases in agroforestry?,"Management:
• Use of canker-resistant clones
• Avoid injuries to the tree stem
• Removal of the infected portion with sterile knife dipped in 70% alcohol
• Application of Bordeaux paste (10%) on the cut surface and wounds"
Kikar,What is another name for the wattle tree?,"Acacias are also called wattle tree or kikar that grows up to 5-20 metre height with a dense spheric crown, dark brown to black coloured stems and branches, fissured bark, grey-pinkish slash, exude a reddish low-quality gum."
Plantae,What is the kingdom classification of the wattle tree?,"6.1 Plantsystematics
Kingdom: Plantae
Class: Rosids
Order: Fabales
Family: Fabaceae
Genus: Acacia
Species: nilotica/senegal"
Fabales,What is the order of the wattle tree?,"6.1 Plantsystematics
Kingdom: Plantae
Class: Rosids
Order: Fabales
Family: Fabaceae
Genus: Acacia
Species: nilotica/senegal"
Dense spheric crown,What kind of crown does the wattle tree have?,"Acacias are also called wattle tree or kikar that grows up to 5-20 metre height with a dense spheric crown, dark brown to black coloured stems and branches, fissured bark, grey-pinkish slash, exude a reddish low-quality gum."
Fabaceae,What family does the wattle tree belong to?,"6.1 Plantsystematics
Kingdom: Plantae
Class: Rosids
Order: Fabales
Family: Fabaceae
Genus: Acacia
Species: nilotica/senegal"
It supports tanning industries.,What is the significance of mature wattle tree bark?,"Acacia species are economically important and are widely planted globally for the most attractive timber, tannin, firewood and fodder. The timber is preferred for agricultural implements and musical instruments. Black wattle tree bark has been supporting the tanning industries of several countries."
Reddish low-quality gum,What form is the wattle tree gum described as?,"Acacias are also called wattle tree or kikar that grows up to 5-20 metre height with a dense spheric crown, dark brown to black coloured stems and branches, fissured bark, grey-pinkish slash, exude a reddish low-quality gum."
"Australia, parts of Asia, Africa, Europe, and the Americas.",Where is the acacia genus distribution most significant?,"6.2 Distribution
Acacia being a large genus with more than 1000 species distributed throughout the Australia, parts of Asia, Africa, Europe and the Americas. This tree genus present in all terrestrial habitats, including alpine settings, rainforests, woodlands, grasslands, coastal dunes and deserts."
"All terrestrial habitats including alpine settings, rainforests, woodlands.",What are some habitats where Acacia can be found?,"6.2 Distribution
Acacia being a large genus with more than 1000 species distributed throughout the Australia, parts of Asia, Africa, Europe and the Americas. This tree genus present in all terrestrial habitats, including alpine settings, rainforests, woodlands, grasslands, coastal dunes and deserts."
Fusarium avenaceum and Aspergillus spp.,What fungal threats are the seeds of acacia prone to during germination?,"6.3 Common diseases
Seeds of acacia are prone to damage by seed borne fungi like Fusarium avenaceum and Aspergillus spp."
The timber,What part of the wattle tree is used for agricultural implements?,"Acacia species are economically important and are widely planted globally for the most attractive timber, tannin, firewood and fodder. The timber is preferred for agricultural implements and musical instruments."
Ground into flour,What are black wattle tree seeds transformed into in some countries?,"Traditionally, the seeds of some acacia species are ground into flour and used as food supplement as well in Australia."
25% more protein,How do acacia seeds compare to cereals in terms of protein content?,"The seeds contain as much as 25% more protein than cereals, and they store well for long periods due to the hard seed coats."
Acacia species,What is the primary component of acacia in forests?,They are an important component in forests and in Australia they are second most spread forest trees after eucalyptus. India is native to few species of acacia and this tree has a wide presence in almost all Indian states.
Root rotting fungi,What diseases primarily affects mature trees?,Mature trees are commonly attacked by root rotting fungi such as Fomes badius (trunk rot); Fusarium pallidoroseum (root rot); Ganoderma lucidum; Polyporus gilvus (butt rot).
